country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Middle East (Shift),1921,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.465,6.897,,27.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1922,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.146,7.466,,34.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1923,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.507,8.920,,43.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1924,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.667,7.315,,51.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1925,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.133,2.628,,53.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1926,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.049,3.256,,57.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1927,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.815,6.745,,63.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1928,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.704,4.280,,68.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1929,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.193,-2.175,,65.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1930,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.571,5.652,,71.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1931,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.135,-2.245,,69.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1932,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.873,8.234,,77.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1933,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.714,7.536,,85.120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1934,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.926,15.259,,100.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1935,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.375,31.494,,131.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1936,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.423,17.701,,149.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1937,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.613,30.831,,180.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1938,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.193,2.152,,182.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1939,,,,,,,,,,,,,,,,,,,,0.611,,0.611,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.708,-4.943,,177.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1940,,,,,,,,,,,,,,,,,,,22.667,0.138,,0.749,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.355,-27.272,,150.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1941,,,,,,,,,,,,,,,,,,,-2.174,-0.016,,0.733,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.290,-36.518,,113.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1942,,,,,,,,,,,,,,,,,,,-8.889,-0.065,,0.668,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.113,44.520,,158.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1943,,,,,,,,,,,,,,,,,,,-15.854,-0.106,,0.562,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.048,15.910,,174.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1944,,,,,,,,,,,,,,,,,,,44.928,0.252,,0.814,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.028,54.068,,228.320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1945,,,,,,,,,,,,,,,,,,,50.000,0.407,,1.221,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.338,69.268,,297.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1946,,,,,,,,,,,,,,,,,,,0.000,0.000,,1.221,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.942,101.007,,398.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1947,,,,,,,,,,,,,,,,,,,25.333,0.309,,1.531,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.651,78.328,,476.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1948,,,,,,,,,,,,,,,,,,,-20.213,-0.309,,1.221,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.744,170.473,,647.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1949,,,,,,,,,,,,,,,,,,,13.333,0.163,,1.384,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.097,149.527,,796.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1950,,,,,,,,,,,,,,,,,,,17.647,0.244,,1.628,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.250,201.222,,998.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1951,,,,,,,,,,,,,,,,,,,0.000,0.000,,1.628,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.096,100.774,,1098.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1952,,,,,,,,,,,,,,,,,,,-15.000,-0.244,,1.384,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.352,91.784,,1190.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1953,,,,,,,,,,,,,,,,,,,-8.824,-0.122,,1.262,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.502,196.489,,1387.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1954,,,,,,,,,,,,,,,,,,,-85.806,-1.083,,0.179,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.353,185.231,,1572.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1955,,,,,,,,,,,,,,,,,,,1013.636,1.815,,1.995,,,,,,,,,,,,,,,,,,,,,,,,,7.630,,7.630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.883,281.202,,1853.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1956,,,,,,,,,,,,,,,,,,,-22.449,-0.448,,1.547,,,,,,,,,,,,,,,,,,,,,,,,26.705,2.038,,9.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.509,120.650,,1974.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1957,,,,,,,,,,,,,,,,,,,-7.368,-0.114,,1.433,,,,,,,,,,,,,,,,,,,,,,,,24.472,2.366,,12.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.003,59.278,,2033.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1958,,,,,,,,,,,,,,,,,,,4.545,0.065,,1.498,,,,,,,,,,,,,,,,,,,,,,,,-3.385,-0.407,,11.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.542,417.726,,2451.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1959,,,,,,,,,,,,,,,,,,,28.804,0.431,,1.929,,,,,,,,,,,,,,,,,,,,,,,,29.460,3.425,,15.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.783,190.790,,2642.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1960,,,,,,,,,,,,,,,,,,,-2.954,-0.057,,1.872,,,,,,,,,,,,,,,,,,,,,,,,100.202,15.083,,30.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.844,392.187,,3034.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1961,,,,,,,,,,,,,,,,,,,-13.913,-0.261,,1.612,,,,,,,,,,,,,,,,,,,,,,,,7.804,2.352,,32.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.087,215.039,,3249.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1962,,,,,,,,,,,,,,,,,,,3.535,0.057,,1.669,,,,,,,,,,,,,,,,,,,,,,,,19.445,6.317,,38.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.755,316.952,,3566.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1963,,,,,,,,,,,,,,,,,,,11.220,0.187,,1.856,,,,,,,,,,,,,,,,,,,,,,,,18.180,7.054,,45.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.250,365.554,,3931.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1964,,,,,,,,,,,,,,,,,,,20.175,0.374,,2.231,,,,,,,,,,,,,,,,,,,,,,,,25.483,11.686,,57.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.952,469.910,,4401.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1965,,,,,,,,,,,,,,,,,,,4.015,0.090,,2.320,,,,,,,,,,,,,,,,,,,,,,,,5.693,3.276,,60.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.431,415.109,,4816.820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1966,,,,,,,,,,,,,,,,,,,0.000,0.000,,2.320,,,,,,,,,,,,,,,,,,,,,,,,10.776,6.554,,67.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.489,553.425,,5370.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1967,,,,,,,,,,,,,,,,,,,1.754,0.041,,2.361,,,,,,,,,,,,,,,,,,,,,,,,19.995,13.471,,80.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.287,391.326,,5761.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1968,,,,,,,,,,,,,,,,,,,33.103,0.782,,3.142,,,,,,,,,,,,,,,,,,,,,,,,32.231,26.057,,106.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.273,707.104,,6468.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1969,,,,,,,,,,,,,,,,,,,26.943,0.847,,3.989,,,,,,,,,,,,,,,,,,,,,,,,48.957,52.336,,159.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.989,646.151,,7114.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1970,,,,,,,,,,,,,,,,,,,8.163,0.326,,4.315,,,,,,,,,,,,,,,,,,,,,,,,65.810,104.794,,264.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.230,870.145,,7984.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1971,,,,,,,,,,,,,,,,,,,13.208,0.570,,4.885,,,,,,,,,,,,,,,,,,,,,,,,21.394,56.486,,320.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.105,1365.862,,9350.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1972,,,,,,,,,,,,,,,,,,,66.667,3.256,,8.141,,,,,,,,,,,,,,,,,,,,,,,,14.705,47.131,,367.650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.334,1059.784,,10410.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1973,,,,,,,,,,,,,,,,,,,-90.000,-7.327,,0.814,,,,,,,,,,,,,,,,,,,,,,,,17.305,63.621,,431.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.064,1776.459,,12187.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1974,,,,,,,,,,,,,,,,,,,1100.000,8.955,,9.769,,,,,,,,,,,,,,,,,,,,,,,,11.914,51.382,,482.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.046,371.253,,12558.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1975,,,,,,,,,,,,,,,,,,,-16.667,-1.628,,8.141,,,,,,,,,,,,,,,,,,,,,,,,1.685,8.135,,490.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.240,-1285.952,,11272.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1976,,,,,,,,,,,,,,,,,,,-10.000,-0.814,,7.327,,,,,,,,,,,,,,,,,,,,,,,,3.166,15.538,,506.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.324,1501.909,,12774.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1977,,,,,,,,,,,,,,,,,,,0.000,0.000,,7.327,,,,,,,,,,,,,,,,,,,,,,,,6.657,33.704,,540.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.507,64.710,,12838.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1978,,,,,,,,,,,,,,,,,,,0.000,0.000,,7.327,,,,,,,,,,,,,,,,,,,,,,,,5.225,28.216,,568.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.693,-602.492,,12236.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1979,,,,,,,,,,,,,,,,,,,0.000,0.000,,7.327,,,,,,,,,,,,,,,,,,,,,,,,20.235,114.982,,683.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.345,164.599,,12401.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1980,,,,,,,,,,,,,,,,,,,-1.727,-0.127,,7.200,,,,,,,,,,,,,,,,,,,,,,,,-35.957,-245.668,,437.560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.855,-478.117,,11922.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1981,,,,,,,,,,,,,,,,,,,0.333,0.024,,7.224,,,,,,,,,,,,,,,,,,,,,,,,1.904,8.330,,445.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.308,-1705.909,,10217.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1982,,,,,,,,,,,,,,,,,,,12.403,0.896,,8.120,,,,,,,,,,,,,,,,,,,,,,,,-5.335,-23.788,,422.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.276,-1969.403,,8247.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1983,,,,,,,,,,,,,,,,,,,1.084,0.088,,8.208,,,,,,,,,,,,,,,,,,,,,,,,10.429,44.022,,466.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.103,-668.324,,7579.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1984,,,,,,,,,,,,,,,,,,,1.169,0.096,,8.304,,,,,,,,,,,,,,,,,,,,,,,,32.259,150.368,,616.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.575,-119.368,,7459.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1985,,,,,,,,,,,,,,,,,,,6.551,0.544,,8.848,,,,,,,,,,,,,,,,,,,,,,,,18.800,115.903,,732.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.038,-674.207,,6785.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1986,,,,,,,,,,,,,,,,,,,14.105,1.248,,10.096,,,,,,,,,,,,,,,,,,,,,,,,10.631,77.863,,810.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.436,1386.723,,8172.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1987,,,,,,,,,,,,,,,,,,,-1.743,-0.176,,9.920,,,,,,,,,,,,,,,,,,,,,,,,15.006,121.584,,931.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.708,303.012,,8475.510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1988,,,,,,,,,,,,,,,,,,,1.613,0.160,,10.080,,,,,,,,,,,,,,,,,,,,,,,,9.202,85.744,,1017.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.434,1053.879,,9529.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1989,,,,,,,,,,,,,,,,,,,-4.762,-0.480,,9.600,,,,,,,,,,,,,,,,,,,,,,,,11.536,117.392,,1134.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.861,939.649,,10469.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1990,,,,,,,,,,,,,,,,,,,-8.333,-0.800,,8.800,,,,,,,,,,,,,,,,,,,,,,,,-2.483,-28.181,,1106.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.595,376.385,,10845.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1991,,,,,,,,,,,,,,,,,,,-18.545,-1.632,,7.168,,,,,,,,,,,,,,,,,,,,,,,,4.044,44.758,,1151.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.287,-247.988,,10597.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1992,,,,,,,,,,,,,,,,,,,8.371,0.600,,7.768,,,,,,,,,,,,,,,,,,,,,,,,11.499,132.421,,1283.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.016,849.513,,11446.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1993,,,,,,,,,,,,,,,,,,,16.787,1.304,,9.072,,,,,,,,,,,,,,,,,,,,,,,,5.934,76.186,,1360.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.847,554.796,,12001.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1994,,,,,,,,,,,,,,,,,,,14.021,1.272,,10.344,,,,,,,,,,,,,,,,,,,,,,,,5.873,79.882,,1440.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.195,383.468,,12385.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1995,,,,,,,,,,,,,,,,,,,-11.988,-1.240,,9.104,,,,,,,,,,,,,,,,,,,,,,,,6.402,92.197,,1532.240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.759,217.826,,12603.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1996,,,,,,,,,,,,,,,,,,,-10.369,-0.944,,8.160,,,,,,,,,,,,,,,,,,,,,,,,8.498,130.203,,1662.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.232,155.213,,12758.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
